id,电话,,标题,创建时间,城市,区域,商圈,月租金,月租金单位,单位租金,单位租金单位,店主自述,商铺类型,转让费,装让费单位,业态,店铺状态,更新时间,,经度,纬度,标签,建筑面积,临近街道,支付方式,押金,当前租约,剩余租约,最长可租,续租方式,分时出租
1274232,,-,浦东曹路17000㎡商铺,2020/1/10,上海,浦东,曹路,76.5,万/月,1.5,元/日.㎡,,-,无,,其它业态,浦东曹路17000㎡商铺,-,2020/1/10 10:10,121.641,31.2727,"{'9': ['无转让费'], '16': ['临近地铁', '临近学校']}",-,-,0,0,0,0,0,无,0
1264458,13386238119,-,宝山淞南通南路137㎡商铺出租，可办照，可餐饮,2019/12/20,上海,宝山,淞南,2.3,万/月,5.6,元/日.㎡,店主自述：商铺位于宝山区通南路，临街社区底商面积117平米。餐饮店，房东直租。可以按照类别分开区域经营。附近有...,社区商业,面议,,其它业态,宝山淞南通南路137㎡商铺出租，可办照，可餐饮,空铺,2020/12/19 22:40,121.483746,31.344456,"{'0': ['免租期'], '9': ['无转让费', '可餐饮'], '13': ['房东直租']}",137㎡,通南路,3月一付,2月房租,-,-,60个月,无,否
1277443,,-,浦东金桥790㎡商铺,2020/2/8,上海,浦东,金桥,5,元/月,-,,,-,无,,其它业态,浦东金桥790㎡商铺,-,2020/2/8 7:00,121.604287,31.28242085,"{'9': ['无转让费'], '16': ['临近地铁', '临近学校', '居民密集区']}",-,-,0,0,0,0,0,无,0
1277157,,-,浦东周浦640㎡商铺出租,2020/2/7,上海,浦东,周浦,6.8,万/月,3.54,元/日.㎡,,-,无,,其它业态,浦东周浦640㎡商铺出租,-,2020/2/7 23:20,121.593236,31.11207788,"{'9': ['无转让费'], '13': ['房东直租'], '16': ['临近学校', '居民密集区']}",-,-,0,0,0,0,0,无,0
1256971,,-,徐汇田林钦州北路70㎡米粉/米线/面馆转让，大照/集体照，可餐饮,2019/12/10,上海,徐汇,田林,2.5,万/月,11.9,元/日.㎡,店主自述：商铺位于徐汇区钦州北路，临街美食城面积70平米，现经营餐饮店，地理位置优越，交通便利，人流量大，人气...,百货/购物中心,面议,,酒楼餐饮,徐汇田林钦州北路70㎡米粉/米线/面馆转让，大照/集体照，可餐饮,营业中,2020/12/10 14:33,121.425278,31.186989,"{'7': ['在商场内'], '9': ['无转让费', '可餐饮'], '16': ['临近地铁']}",70㎡,钦州北路,3月一付,3月房租,-,60个月,60个月,无,否
1212688,,-,静安彭浦场中路60㎡小吃快餐店转让，可办照，可餐饮,2019/10/22,上海,静安,彭浦,9900,元/月,5.5,元/日.㎡,店主自述：1.店铺简介： 宽门面精装修重餐饮铺子低价转让。商铺位于静安区场中路，建筑面积60平米，租金9900...,独立商业,面议,,酒楼餐饮,静安彭浦场中路60㎡小吃快餐店转让，可办照，可餐饮,营业中,2020/10/22 7:36,121.458473,31.310813,"{'0': ['免租期'], '4': ['证照齐全'], '9': ['无转让费', '可餐饮']}",60㎡,场中路,3月一付,2月房租,-,34个月,-,无,否
1287515,,-,浦东周浦周建路119㎡彩票店出租，可办照，可明火，可餐饮,2020/3/19,上海,浦东,周浦,2.3,万/月,6.44,元/日.㎡,,独立商业,面议,,生活服务,浦东周浦周建路119㎡彩票店出租，可办照，可明火，可餐饮,营业中,2020/3/19 21:22,121.599215,31.094733,"{'9': ['可餐饮'], '13': ['可明火', '房东直租'], '16': ['临近学校']}",119㎡,周建路,半年付（13.8万）,2月房租,-,54个月,60个月,无,否
1285148,,-,虹口四川北路10㎡商铺,2020/3/13,上海,虹口,四川北路,8000,元/月,26.67,元/日.㎡,,-,无,,其它业态,虹口四川北路10㎡商铺,-,2020/3/13 19:00,121.4900146,31.26831376,"{'9': ['无转让费'], '16': ['临近地铁', '临近学校', '居民密集区']}",10㎡,-,0,0,0,0,0,无,0
1283228,,-,浦东陆家嘴85㎡商铺,2020/3/7,上海,浦东,陆家嘴,2.4,万/月,9.41,元/日.㎡,,-,面议,,其它业态,浦东陆家嘴85㎡商铺,-,2020/3/7 19:42,121.5171789,31.2379248,"{'9': ['无转让费'], '16': ['临近地铁', '临近学校', '居民密集区']}",85㎡,-,0,0,0,0,0,无,0
1281100,,-,宝山月浦60㎡商铺,2020/2/27,上海,宝山,月浦,6000,元/月,3.33,元/日.㎡,店主自述：从事经营汽车维修美容，设备齐全，即可营业。现因家中有事，特此转让。有意者价钱面谈,-,面议,,其它业态,宝山月浦60㎡商铺,-,2020/2/27 8:30,121.4204762,31.43037214,"{'9': ['无转让费'], '16': ['临近学校', '居民密集区']}",60㎡,-,0,0,0,0,0,无,0
1262663,18616958688,-,松江新桥新镇街55㎡干洗店转让，可办照,2020/3/2,上海,松江,新桥,7400,元/月,4.48,元/日.㎡,店主自述：1.??店铺简介：精装修临街商铺一层洗衣店整体转让。位置于新镇街中心旺铺。共55平方，得房率高，店面...,写字楼配套,面议,,生活服务,松江新桥新镇街55㎡干洗店转让，可办照,营业中,2020/12/16 19:00,121.321574,31.074093,"{'9': ['无转让费'], '16': ['临近学校', '居民密集区']}",55㎡,新镇街,3月一付,2月房租,-,40个月,36个月,无,否
1279213,,-,浦东周浦95㎡商铺,2020/2/20,上海,浦东,周浦,6000,元/月,2.11,元/日.㎡,,-,12,万,其它业态,浦东周浦95㎡商铺,-,2020/2/20 21:10,121.5837905,31.1240683,"{'16': ['临近学校', '居民密集区']}",95㎡,-,0,0,0,0,0,无,0
1261965,,-,松江松江老城三新路252㎡汽车美容店转让，公司照可过户,2019/12/17,上海,松江,松江老城,2.66,万/月,3.52,元/日.㎡,店主自述：店铺位于松江区三新路1178-1184号，门宽12米，楼下面积252平方，配套设施齐全 ，临街，交通...,独立商业,无,,汽修美容,松江松江老城三新路252㎡汽车美容店转让，公司照可过户,营业中,2020/12/16 0:29,121.202235,31.025328,"{'0': ['免租期'], '4': ['证照齐全'], '9': ['无转让费'], '13': ['宽门面']}",252㎡,三新路,半年付（15.96万）,2月房租,-,36个月,36个月,无,否
1250947,17721132944,-,浦东惠南人民东路180㎡商铺出租，可办照,2019/12/3,上海,浦东,惠南,1,万/月,1.85,元/日.㎡,店主自述：店铺位于浦东新区人民东路2635弄-29号附近，面积180平方，配套设施齐全 ，临街，交通便利， 周...,独立商业,无,,其它业态,浦东惠南人民东路180㎡商铺出租，可办照,空铺,2020/12/3 9:12,121.777782,31.054691,"{'9': ['无转让费'], '13': ['房东直租', '宽门面'], '16': ['临近地铁']}",180㎡,人民东路,3月一付,1月房租,-,-,36个月,无,否
1273346,17177472598,-,浦东陆家嘴15㎡小吃快餐店（窗口）转让,2020/3/30,上海,浦东,陆家嘴,9500,元/月,21.11,元/日.㎡,店主自述：商铺位于浦东新区浦东大道，在小陆家嘴金融区，面积15平米。现经营熟食店鸭脖类食品零食。还可经营宠物店...,独立商业,面议,,酒楼餐饮,浦东陆家嘴15㎡小吃快餐店（窗口）转让,营业中,2020/1/8 10:00,121.527,31.2467,"{'7': ['档口'], '16': ['临近地铁', '临近学校', '居民密集区']}",15㎡,-,2月一付,3月房租,-,12个月,-,继续使用原租约,否
1228615,13817422075,-,浦东高行俱进路45㎡小吃快餐店出租，个人照可用，可明火，可餐饮,2019/11/8,上海,浦东,高行,1.2,万/月,8.89,元/日.㎡,"店主自述：俱进路证照齐全,可做重餐饮,旺铺或承包转让,接手即可经营店铺正在经营中,中介勿扰!好铺不等人-紧靠公...",独立商业,无,,酒楼餐饮,浦东高行俱进路45㎡小吃快餐店出租，个人照可用，可明火，可餐饮,营业中,2020/11/8 12:30,121.618063,31.306063,"{'0': ['免租期'], '4': ['证照齐全'], '9': ['无转让费', '可餐饮']}",45㎡,俱进路,3月一付,3月房租,-,-,36个月,无,否
1024695,,-,黄浦豫园福佑路5㎡商铺出租，可办照,2019/6/5,上海,黄浦,豫园,1000,元/月,6.67,元/日.㎡,,百货/购物中心,无,,其它业态,黄浦豫园福佑路5㎡商铺出租，可办照,空铺,2020/6/5 11:34,121.494786,31.233896,"{'7': ['在商场内'], '9': ['无转让费'], '13': ['房东直租'], '16': ['临近地铁']}",5㎡,福佑路,0,0,0,0,0,无,0
1225312,,-,宝山顾村水产西路129㎡私房菜馆转让，可办照，可明火，可餐饮,2020/3/17,上海,宝山,顾村,6700,元/月,1.73,元/日.㎡,,独立商业,5.88,万,酒楼餐饮,宝山顾村水产西路129㎡私房菜馆转让，可办照，可明火，可餐饮,营业中,2020/11/2 21:05,121.428366,31.364865,"{'9': ['可餐饮'], '13': ['可明火'], '16': ['临近学校', '居民密集区']}",129㎡,水产西路,3月一付,1月房租,-,-,12个月,无,否
1236754,,-,黄浦淮海中路30㎡咖啡厅转让，个人照可用,2019/11/20,上海,黄浦,淮海中路,2500,元/月,2.78,元/日.㎡,,独立商业,无,,酒楼餐饮,黄浦淮海中路30㎡咖啡厅转让，个人照可用,营业中,2020/11/19 20:13,121.465179,31.225329,"{'4': ['证照齐全'], '9': ['无转让费'], '16': ['临近地铁', '临近学校']}",30㎡,-,0,0,0,0,0,无,0
1297350,,-,松江九亭九亭大街150㎡商铺出租，可办照,2020/3/27,上海,松江,九亭,4.6,万/月,10.22,元/日.㎡,,独立商业,面议,,其它业态,松江九亭九亭大街150㎡商铺出租，可办照,空铺,3天前更新,121.335915,31.135651,"{'0': ['免租期'], '9': ['无转让费'], '13': ['房东直租'], '16': ['临近地铁']}",150㎡,九亭大街,0,0,0,0,0,无,0
1286756,,-,浦东川沙18㎡商铺出租,2020/3/18,上海,浦东,川沙,6000,元/月,11.11,元/日.㎡,,步行商业街,无,,其它业态,浦东川沙18㎡商铺出租,-,2020/3/18 9:40,121.692,31.1943,"{'9': ['无转让费'], '13': ['房东直租'], '16': ['临近地铁', '临近学校']}",-,-,0,0,0,0,0,无,0
1237212,18121438538,-,浦东陆家嘴张杨路45㎡烧烤/烤串转让，个人照可用，可明火，可餐饮,2019/11/20,上海,浦东,陆家嘴,2.38,万/月,17.59,元/日.㎡,店主自述：商铺位于浦东新区张杨路601号华诚大厦底商。陆家嘴好地段，紧挨新*广场，办公区，商务区，吃早餐需求多...,独立商业,面议,,酒楼餐饮,浦东陆家嘴张杨路45㎡烧烤/烤串转让，个人照可用，可明火，可餐饮,营业中,2020/11/20 16:50,121.525558,31.23435888,"{'9': ['可餐饮'], '13': ['可明火'], '16': ['临近地铁', '临近学校']}",45㎡,张杨路,2月一付,2月房租,-,18个月,24个月,无,否
1253941,17721358844,-,普陀武宁光复西路240㎡咖啡厅转让，公司照可过户，可餐饮,2019/12/6,上海,普陀,武宁,3.35,万/月,4.65,元/日.㎡,"店主自述：新装修咖啡店转让（房东直转，无中介费！）
?
受新型冠状*疫情影响，店主资金周转不开，忍痛转让新...",独立商业,面议,,酒楼餐饮,普陀武宁光复西路240㎡咖啡厅转让，公司照可过户，可餐饮,营业中,2020/12/6 1:14,121.435458,31.244951,"{'9': ['可餐饮'], '13': ['宽门面'], '16': ['临近地铁', '临近学校']}",240㎡,光复西路,3月一付,1月房租,-,30个月,36个月,无,否
1220696,17302164552,-,普陀光新石泉东路357㎡商铺出租，可办照，可明火，可餐饮,2019/10/29,上海,普陀,光新,8.57,万/月,8,元/日.㎡,"店主自述：【房东直租，无转让费，具体租金价格面议】
商铺位于普陀区石泉东路239号融创精彩天地2楼 ，面积优...",独立商业,无,,其它业态,普陀光新石泉东路357㎡商铺出租，可办照，可明火，可餐饮,空铺,2020/10/29 17:21,121.439483,31.261588,"{'0': ['免租期'], '9': ['无转让费', '可餐饮'], '13': ['可明火']}",357㎡,石泉东路,3月一付,3月房租,-,-,72个月,无,否
1295089,,-,宝山罗店85㎡商铺,2020/3/24,上海,宝山,罗店,1.65,万/月,6.47,元/日.㎡,,-,无,,其它业态,宝山罗店85㎡商铺,-,5天前更新,121.3490494,31.42494731,"{'9': ['无转让费'], '16': ['临近学校', '居民密集区']}",-,-,0,0,0,0,0,无,0
1283744,,-,宝山淞南160㎡商铺,2020/3/9,上海,宝山,淞南,1.5,万/月,3.13,元/日.㎡,,-,面议,,其它业态,宝山淞南160㎡商铺,-,2020/3/9 21:11,121.4762821,31.34178342,"{'9': ['无转让费'], '16': ['临近学校', '居民密集区']}",160㎡,-,0,0,0,0,0,无,0
1274601,18721658864,-,浦东陆家嘴15㎡小吃快餐店转让，大照/集体照，可明火，可餐饮,2020/1/11,上海,浦东,陆家嘴,1,万/月,22.22,元/日.㎡,店主自述：店铺位于浦东新区商城路618号良友大厦地下一层，面积25平方，配套设施齐全 ，临街，交通便利， 周围...,写字楼配套,3,万,酒楼餐饮,浦东陆家嘴15㎡小吃快餐店转让，大照/集体照，可明火，可餐饮,营业中,2020/1/11 21:10,121.2358708,31.01233201,"{'7': ['档口'], '9': ['可餐饮', '房租月付'], '13': ['可明火']}",15㎡,-,1月一付,2月房租,-,18个月,24个月,继续使用原租约,否
1286115,,-,黄浦人民广场220㎡商铺,2020/3/16,上海,黄浦,人民广场,15.8,万/月,23.94,元/日.㎡,,-,无,,其它业态,黄浦人民广场220㎡商铺,-,2020/3/16 14:40,121.4878309,31.23271315,"{'9': ['无转让费'], '16': ['临近地铁', '临近学校', '居民密集区']}",-,-,0,0,0,0,0,无,0
1297397,,-,黄浦蓬莱公园40㎡商铺出租,2020/3/27,上海,黄浦,蓬莱公园,1.3,万/月,10.83,元/日.㎡,,独立商业,无,,其它业态,黄浦蓬莱公园40㎡商铺出租,-,3天前更新,121.497,31.2101,"{'9': ['无转让费'], '13': ['房东直租'], '16': ['临近地铁', '临近学校']}",-,-,0,0,0,0,0,无,0
1286495,,-,青浦赵巷80㎡商铺出租,2020/3/17,上海,青浦,赵巷,4200,元/月,1.75,元/日.㎡,,独立商业,无,,其它业态,青浦赵巷80㎡商铺出租,-,2020/3/17 14:20,31.159,121.199,[],-,-,0,0,0,0,0,无,0
1287142,,-,嘉定马陆60㎡商铺出租,2020/3/19,上海,嘉定,马陆,1.7,万/月,9.44,元/日.㎡,,步行商业街,无,,其它业态,嘉定马陆60㎡商铺出租,-,2020/3/19 9:30,121.287,31.3323,"{'9': ['无转让费'], '13': ['房东直租'], '16': ['临近地铁', '临近学校']}",-,-,0,0,0,0,0,无,0
1263284,13166073701,-,浦东惠南拱极路15㎡小吃快餐店转让，个人照可用，可餐饮,2019/12/17,上海,浦东,惠南,6100,元/月,13.56,元/日.㎡,店主自述：商铺位于浦东新区拱北路2748号汇港国际商务广场餐饮店转让。其它行业都可以操作。租金便宜，装修简单舒...,写字楼配套,5,万,酒楼餐饮,浦东惠南拱极路15㎡小吃快餐店转让，个人照可用，可餐饮,营业中,2020/12/17 20:00,121.779331,31.060819,"{'9': ['可餐饮'], '16': ['临近学校', '居民密集区']}",15㎡,拱极路,年付（7.32万）,1月房租,-,4个月,36个月,另签一份,否
1190577,,-,浦东花木共和新路25㎡小吃快餐店转让，可办照,2019/10/1,上海,浦东,花木,1.5,万/月,20,元/日.㎡,,独立商业,面议,,酒楼餐饮,浦东花木共和新路25㎡小吃快餐店转让，可办照,营业中,2020/10/1 7:01,121.504904,31.166459,"{'7': ['档口'], '16': ['临近地铁', '临近学校', '居民密集区']}",25㎡,共和新路,0,0,0,0,0,无,0
1264050,18610280156,-,浦东川沙城南路90㎡烟酒茶叶店转让，可办照,2019/12/19,上海,浦东,川沙,2.08,万/月,7.72,元/日.㎡,店主自述：商铺位于浦东新区川沙版块，城南路735号附近。商铺正好在小区门口，对面就是菜市场，500米内25个成...,独立商业,6,万,百货超市,浦东川沙城南路90㎡烟酒茶叶店转让，可办照,营业中,2020/12/19 9:12,121.699266,31.195406,"{'13': ['宽门面'], '16': ['临近地铁', '临近学校', '居民密集区']}",90㎡,城南路,半年付（12.5万）,20000元,-,42个月,60个月,无,否
1281167,,-,浦东洋泾255㎡商铺出租,2020/2/27,上海,浦东,洋泾,2.6,万/月,3.4,元/日.㎡,,-,无,,其它业态,浦东洋泾255㎡商铺出租,-,2020/2/27 19:20,121.5937444,31.27336806,"{'9': ['无转让费'], '13': ['房东直租'], '16': ['临近地铁', '临近学校']}",255㎡,-,0,0,0,0,0,无,0
1254878,13482026321,-,嘉定菊园新区柳湖路33㎡小吃快餐店转让，可办照，可餐饮,2019/12/7,上海,嘉定,菊园新区,5500,元/月,5.56,元/日.㎡,店主自述：店铺位于嘉定区柳湖路88弄18号103室，面积33平米，底商临近三所大学：工艺美校、上海大学、上海科...,独立商业,6,万,酒楼餐饮,嘉定菊园新区柳湖路33㎡小吃快餐店转让，可办照，可餐饮,营业中,2020/12/7 1:21,121.257097,31.402788,"{'4': ['证照齐全'], '9': ['可餐饮'], '16': ['临近学校', '居民密集区']}",33㎡,柳湖路,3月一付,1月房租,-,7个月,36个月,无,否
1248324,15618159488,-,嘉定嘉定新城洪德路80㎡干洗店出租，个人照可过户,2019/12/1,上海,嘉定,嘉定新城,1.2,万/月,5,元/日.㎡,店主自述：店铺位于嘉定新城，地址是嘉定区洪德路82号，面积80平方米，现经营干洗店，整体带设备转让，证照齐全可...,独立商业,无,,生活服务,嘉定嘉定新城洪德路80㎡干洗店出租，个人照可过户,营业中,2020/11/30 19:40,121.270831,31.36517,"{'0': ['免租期'], '9': ['无转让费'], '13': ['房东直租'], '16': ['临近学校']}",80㎡,洪德路,半年付（7.2万）,2月房租,-,4个月,24个月,无,否
1189689,17821625589,-,金山石化卫清东路369㎡商铺出租，可办照，可明火，可餐饮,2019/10/2,上海,金山,石化,2.75,万/月,2.49,元/日.㎡,店主自述：店铺位于金山区卫清东路3021号，面积360平方，配套设施齐全 ，临街，交通便利， 周围环境好 ，大...,独立商业,无,,其它业态,金山石化卫清东路369㎡商铺出租，可办照，可明火，可餐饮,空铺,2020/9/30 10:30,121.359594,30.73761086,"{'9': ['无转让费', '可餐饮'], '13': ['可明火', '房东直租']}",369㎡,卫清东路,半年付（16.52万）,1月房租,-,-,60个月,无,否
1181264,17721400921,-,金山朱泾金龙新街200㎡云南菜馆转让，可办照，可明火，可餐饮,2019/9/23,上海,金山,朱泾,1.42,万/月,2.36,元/日.㎡,店主自述：商铺位于金山区金龙新街。店面临街面积200㎡，餐饮可明火，现经营云南菜馆，附近有附近有金龙新世界广场...,步行商业街,面议,,酒楼餐饮,金山朱泾金龙新街200㎡云南菜馆转让，可办照，可明火，可餐饮,营业中,2020/9/23 15:30,121.177469,30.89212785,"{'9': ['可餐饮'], '13': ['可明火', '宽门面'], '16': ['临近学校']}",200㎡,金龙新街,年付（17万）,3月房租,-,48个月,12个月,无,否
1277181,,-,松江松江大学城20㎡商铺出租,2020/2/7,上海,松江,松江大学城,4334,元/月,7.22,元/日.㎡,,-,无,,其它业态,松江松江大学城20㎡商铺出租,-,2020/2/7 23:40,121.2096889,31.05572308,"{'9': ['无转让费'], '13': ['房东直租'], '16': ['临近学校', '居民密集区']}",20㎡,-,0,0,0,0,0,无,0
1138410,,-,浦东曹路上川路38㎡美甲店转让，个人照可用,2019/8/21,上海,浦东,曹路,6800,元/月,5.96,元/日.㎡,,独立商业,5.8,万,美容美发,浦东曹路上川路38㎡美甲店转让，个人照可用,营业中,2020/8/20 20:51,121.685247,31.290011,"{'9': ['无转让费'], '16': ['临近学校', '居民密集区', '380V动力电']}",38㎡,上川路,半年付（4.08万）,1月房租,-,-,-,无,否
1205344,,-,闵行航华龙茗路20㎡花店转让，个人照可用,2019/10/16,上海,闵行,航华,1700,元/月,2.83,元/日.㎡,,独立商业,3,万,生活服务,闵行航华龙茗路20㎡花店转让，个人照可用,营业中,2020/10/15 21:24,121.389411,31.158202,"{'4': ['证照齐全'], '16': ['临近地铁', '临近学校', '居民密集区']}",20㎡,龙茗路,年付（2.04万）,1月房租,-,-,24个月,无,否
1283524,15316699069,-,徐汇田林钦州北路30㎡小吃快餐店转让，大照/集体照，可餐饮,2020/3/19,上海,徐汇,田林,1.08,万/月,12,元/日.㎡,店主自述：商铺位于徐汇区钦州北路田尚坊b1层，外卖旺铺地段，万单店比比皆是，租金10800，物业费2600，付...,百货/购物中心,面议,,酒楼餐饮,徐汇田林钦州北路30㎡小吃快餐店转让，大照/集体照，可餐饮,营业中,2020/3/9 13:21,121.425278,31.186989,"{'4': ['证照齐全'], '7': ['在商场内', '档口'], '9': ['可餐饮']}",30㎡,钦州北路,3月一付,3月房租,-,17个月,36个月,无,否
1294862,,-,嘉定菊园新区50㎡商铺出租,2020/3/24,上海,嘉定,菊园新区,5800,元/月,3.87,元/日.㎡,,-,无,,其它业态,嘉定菊园新区50㎡商铺出租,-,5天前更新,121.23086,31.37489487,"{'9': ['无转让费'], '13': ['房东直租'], '16': ['临近地铁', '临近学校']}",-,-,0,0,0,0,0,无,0
1281190,,-,虹口北外滩150㎡商铺出租,2020/2/27,上海,虹口,北外滩,5000,元/月,1.11,元/日.㎡,,步行商业街,无,,其它业态,虹口北外滩150㎡商铺出租,-,2020/2/27 19:40,121.4988365,31.26028545,"{'9': ['无转让费'], '13': ['房东直租'], '16': ['临近地铁', '临近学校']}",-,-,0,0,0,0,0,无,0
1145705,,-,松江九亭九亭大街40㎡商铺出租，可办照,2019/8/28,上海,松江,九亭,1.5,万/月,12.5,元/日.㎡,,独立商业,无,,其它业态,松江九亭九亭大街40㎡商铺出租，可办照,空铺,2020/8/28 10:40,121.335895,31.135612,"{'9': ['无转让费'], '13': ['房东直租'], '16': ['临近地铁', '临近学校']}",40㎡,九亭大街,半年付（9万）,1月房租,-,-,12个月,无,否
1294926,,-,嘉定丰庄梅川路200㎡小吃快餐店转让，个人照可用，可明火，可餐饮,2020/3/24,上海,嘉定,丰庄,3,万/月,5,元/日.㎡,,独立商业,面议,,酒楼餐饮,嘉定丰庄梅川路200㎡小吃快餐店转让，个人照可用，可明火，可餐饮,营业中,5天前更新,121.382122,31.252169,"{'9': ['可餐饮'], '13': ['可明火'], '16': ['临近地铁', '临近学校']}",200㎡,梅川路,0,0,0,0,0,无,0
1277476,,-,金山亭林65㎡商铺,2020/2/8,上海,金山,亭林,6700,元/月,3.44,元/日.㎡,店主自述：本人经营饭店商铺2间，想寻求一个做烧烤的合伙人 ，门口宽裕，本小区几千户 唯一一家经营饭店。有想法的...,-,18,万,其它业态,金山亭林65㎡商铺,-,2020/2/8 7:01,121.3321593,30.90697635,"{'16': ['临近学校', '居民密集区']}",65㎡,-,0,0,0,0,0,无,0
1297464,,-,杨浦五角场280㎡商铺出租,2020/3/27,上海,杨浦,五角场,6.32,万/月,7.52,元/日.㎡,,独立商业,无,,其它业态,杨浦五角场280㎡商铺出租,-,3天前更新,121.528,31.2929,"{'9': ['无转让费'], '13': ['房东直租'], '16': ['临近地铁', '临近学校']}",-,-,0,0,0,0,0,无,0
1249838,,-,宝山通河共江路150㎡超市转让，个人照可用,2019/12/2,上海,宝山,通河,2.4,万/月,5.33,元/日.㎡,,独立商业,22,万,百货超市,宝山通河共江路150㎡超市转让，个人照可用,营业中,2020/12/2 12:08,121.457259,31.336003,"{'4': ['证照齐全'], '16': ['临近地铁', '临近学校', '居民密集区']}",150㎡,共江路,3月一付,1月房租,-,-,36个月,无,否
1255535,,-,闵行老闵行吴中路147㎡婴儿游泳馆转让，个人照可用,2019/12/10,上海,闵行,老闵行,3,万/月,6.8,元/日.㎡,店主自述：店铺位于闵行区虹桥镇，地址是吴中路中环边上，临街店铺，面积147平方米，配套齐全，周边众多高档居民区...,独立商业,20,万,教育培训,闵行老闵行吴中路147㎡婴儿游泳馆转让，个人照可用,营业中,2020/12/8 12:41,121.404794,31.187785,"{'0': ['免租期'], '4': ['证照齐全'], '13': ['宽门面'], '16': ['临近学校']}",147㎡,吴中路,2月一付,3月房租,-,36个月,60个月,无,否
